service,flag,logged_in,serror_rate,srv_serror_rate,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_serror_rate,dst_host_srv_serror_rate,class
http,SF,1,0,0,1,36,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
eco_i,SF,0,0,0,0.5,255,28,0,0,normal
private,S0,0,1,1,0.03,255,14,1,1,neptune
exec,S0,0,1,1,0.17,255,17,1,1,neptune
http,SF,1,0,0,1,143,255,0,0,normal
http,SF,1,0,0,1,43,255,0,0,normal
mtp,S0,0,1,1,0.07,255,17,1,1,neptune
http,SF,1,0,0,1,29,255,0,0,normal
finger,S0,0,1,1,0.42,255,14,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
domain_u,SF,0,0,0,1,255,253,0,0,normal
ftp,SF,1,0,0,1,158,40,0,0,normal
uucp_path,S0,0,1,1,0.06,255,14,1,1,neptune
other,SF,0,0,0,0.5,255,2,0,0,normal
private,RSTR,0,0,0,1,255,1,0,0,portsweep
Z39_50,REJ,0,0,0,0.05,255,14,0,0,neptune
private,SF,0,0,0,1,255,2,0.03,0,satan
telnet,S0,0,1,1,0.11,255,1,1,1,neptune
imap4,S0,0,1,1,0.04,255,9,1,1,neptune
other,SF,0,0,0,0.4,255,2,0,0,normal
private,S0,0,1,1,0.08,255,12,1,1,neptune
smtp,RSTO,1,0,0,1,170,96,0,0,normal
finger,S0,0,1,1,0.27,255,58,1,1,neptune
smtp,SF,1,0,0,0.5,18,161,0,0,normal
smtp,S0,0,1,0.78,1,29,141,0.93,0.05,neptune
http,SF,1,0,0,1,10,255,0,0,normal
daytime,S0,0,1,1,0.02,255,4,1,1,neptune
private,S0,0,1,1,0.15,255,18,1,1,neptune
domain_u,SF,0,0,0,1,255,255,0,0,normal
finger,SF,0,0,0,1,126,5,0,0,normal
http,SF,1,0,0,1,104,255,0.01,0,normal
http,SF,1,0,0,1,39,255,0,0,normal
http,SF,1,0,0,1,8,255,0,0,normal
ldap,S0,0,1,1,0.02,255,2,1,1,neptune
domain_u,SF,0,0,0,1,255,242,0,0,normal
finger,S0,0,1,1,0.44,255,15,1,1,neptune
ftp_data,SF,1,0,0,1,1,17,0,0,warezclient
eco_i,SF,0,0,0,1,1,28,0,0,ipsweep
http,SF,1,0,0,1,79,255,0,0,normal
Z39_50,S0,0,1,1,0.19,255,9,1,1,neptune
http,REJ,0,0,0,1,43,255,0,0,normal
other,SF,0,0,0,1,151,151,0,0,normal
private,REJ,0,0,0,1,19,1,0,0,ipsweep
bgp,S0,0,1,1,0.06,255,7,1,1,neptune
private,REJ,0,0,0,0.08,255,7,0,0,neptune
time,S0,0,1,1,0.06,255,15,1,1,neptune
domain_u,SF,0,0,0,0.33,101,98,0,0,normal
time,RSTO,0,0,0,0.06,255,16,0,0,neptune
smtp,SF,1,0,0,1,119,187,0,0,normal
http,SF,1,0,0,1,115,255,0,0,normal
private,S0,0,1,1,0.01,255,2,1,1,neptune
private,S0,0,1,1,0.21,255,18,1,1,neptune
http,SF,1,0,0,1,49,255,0,0,normal
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
Z39_50,S0,0,1,1,0.03,255,6,1,1,neptune
http,SF,1,0,0,1,9,255,0,0,normal
eco_i,SF,0,0,0,1,1,225,0,0,ipsweep
uucp,S0,0,1,1,0.02,255,2,1,1,neptune
netbios_dgm,S0,0,1,1,0.13,255,13,1,1,neptune
ftp,S0,0,1,1,0.02,255,17,1,1,neptune
http,SF,1,0,0,1,255,250,0,0,normal
eco_i,SF,0,0,0,1,1,1,0,0,normal
domain_u,SF,0,0,0,1,135,96,0,0,normal
private,S0,0,1,1,0.31,255,17,1,1,neptune
http,SF,1,0,0,1,16,255,0,0,normal
domain_u,SF,0,0,0,1,255,254,0,0,normal
http,SF,1,0,0,1,23,255,0,0,normal
ftp,SF,1,0,0,1,237,65,0,0,warezclient
whois,REJ,0,0,0,0.08,255,20,0,0,neptune
domain_u,SF,0,0,0,1,255,224,0,0,normal
telnet,SF,1,0,0,1,129,12,0.02,0.25,normal
other,SF,1,0,0,0.08,83,1,0,0,normal
eco_i,SF,0,0,0,1,1,255,0,0,ipsweep
http,SF,1,0,0,1,29,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,S0,0,1,1,0.05,255,12,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
remote_job,RSTR,0,0,0,1,255,2,0,0,portsweep
discard,S0,0,1,1,0.08,255,18,1,1,neptune
domain_u,SF,0,0,0,0.5,114,44,0,0,normal
ftp_data,SF,1,0,0,1,100,63,0,0,normal
ftp_data,S0,0,1,1,0.02,255,4,1,1,neptune
finger,SF,0,0,0,1,178,8,0.01,0,normal
shell,S0,0,1,1,0.17,255,22,1,1,neptune
domain_u,SF,0,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.08,255,17,1,1,neptune
private,S0,0,1,1,0.19,255,1,1,1,neptune
http,SF,1,0,0,1,11,14,0,0.14,normal
private,S0,0,1,1,0.03,255,18,1,1,neptune
eco_i,SF,0,0,0,1,1,33,0,0,ipsweep
http,SF,1,0,0,1,255,255,0,0,normal
other,RSTR,0,0,0,1,255,2,0,0,portsweep
private,S0,0,1,1,0.09,155,11,1,1,neptune
http,SF,1,0,0,1,68,68,0,0,back
http,SF,1,0,0,1,255,255,0,0,normal
netbios_ns,REJ,0,0,0,0.05,255,12,0,0,neptune
http,SF,1,0,0,1,255,255,0,0,normal
systat,REJ,0,0,0,0,255,1,0,0,neptune
http,SF,1,0,0,1,9,255,0,0,normal
smtp,SF,1,0,0,1,135,60,0,0,normal
http,SF,1,0,0,1,9,255,0,0,normal
supdup,S0,0,1,1,0.06,255,6,1,1,neptune
private,REJ,0,0,0,1,62,2,0,0,ipsweep
http,SF,1,0,0,1,12,255,0,0,normal
smtp,SF,1,0,0,1,110,78,0.02,0.01,normal
http,SF,1,0,0,1,214,214,0,0,back
http,SF,1,0,0,1,1,255,0,0,normal
private,RSTR,0,0,0,1,255,1,0,0,portsweep
private,REJ,0,0,0,0,255,1,0,0,portsweep
http,SF,1,0,0,1,34,255,0,0,normal
private,S0,0,1,1,0.07,255,11,1,1,neptune
kshell,S0,0,1,1,0.17,255,23,1,1,neptune
hostnames,S0,0,1,1,0.01,255,4,1,1,neptune
private,S0,0,1,1,0.04,255,9,1,1,neptune
http,SF,1,0,0,1,234,255,0,0,normal
uucp,RSTO,0,0,0,0.15,255,16,0,0,neptune
other,SF,0,0,0,1,255,1,0,0,normal
csnet_ns,REJ,0,0,0,0.5,255,1,0,0,portsweep
other,SF,0,0,0,0.33,255,1,0,0,normal
http,SF,1,0,0,1,21,255,0,0,normal
echo,S0,0,1,1,0.02,255,5,1,1,neptune
ftp_data,SF,1,0,0,0.67,37,29,0,0,normal
http,SF,1,0,0,1,26,255,0,0,normal
http,SF,1,0,0,1,7,255,0,0,normal
domain,S0,0,1,1,0.05,255,11,1,1,neptune
http,SF,1,0,0,1,230,255,0,0,normal
klogin,S0,0,1,1,1,255,2,1,1,neptune
http,SF,1,0,0,1,17,255,0,0.01,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,RSTR,0,0,0,1,179,1,0,0,portsweep
other,SF,0,0,0,1,255,1,0,0,normal
finger,S0,0,1,1,0.05,255,15,1,1,neptune
ftp,S0,0,1,1,0.01,255,1,1,1,neptune
ctf,S0,0,1,1,0.03,255,6,1,1,neptune
private,S0,0,1,1,0.06,212,4,1,1,neptune
http,SF,1,0,0,1,108,255,0,0,normal
ssh,S0,0,0.65,1,0.01,255,1,0.51,1,portsweep
http,SF,1,0,0,1,53,255,0,0,normal
eco_i,SF,0,0,0,1,2,255,0,0,ipsweep
domain_u,SF,0,0,0,0.99,255,254,0,0,normal
domain_u,SF,0,0,0,1,255,240,0,0,normal
http,SF,1,0,0,1,168,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
smtp,SF,1,0,0,1,120,105,0,0,normal
http,SF,1,0,0,1,255,239,0,0,normal
supdup,S0,0,1,1,0.03,255,9,1,1,neptune
smtp,SF,1,0,0,1,67,178,0,0,normal
other,REJ,0,0.21,0,0,255,1,0.22,0,satan
other,SF,0,0,0,0.27,255,8,0,0,satan
http,SF,1,0,0,1,3,255,0,0,normal
http,SF,1,0,0,1,74,255,0.01,0,normal
private,S0,0,1,1,0,255,16,1,1,neptune
private,SF,0,0,0,1,255,88,0,0,teardrop
iso_tsap,REJ,0,0,0,0.07,255,17,0,0,neptune
ftp,SF,1,0,0,1,254,70,0,0,normal
domain_u,SF,0,0,0,1,143,110,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
netbios_ns,S0,0,1,1,0.05,255,12,1,1,neptune
ftp_data,SF,0,0,0,1,63,79,0,0,normal
ldap,REJ,0,0,0,0.05,255,15,0,0,neptune
http,SF,1,0,0,1,4,4,0,0,back
http,SF,1,0,0,1,255,255,0,0,normal
http,REJ,0,0,0,1,8,255,0,0.02,normal
smtp,SF,1,0,0,1,214,192,0,0,normal
telnet,S0,0,1,1,1,133,73,0.98,0.97,neptune
private,S0,0,1,1,0.04,255,17,1,1,neptune
http,REJ,0,0,0,1,1,90,0,0,normal
domain_u,SF,0,0,0,1,255,245,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,41,255,0,0,normal
other,SF,0,0,0,1,255,2,0,0,normal
domain_u,SF,0,0,0,1,255,254,0,0,normal
urp_i,SF,0,0,0,0.5,255,15,0,0,normal
auth,S0,0,1,1,0.03,255,6,1,1,neptune
private,S0,0,1,1,0.01,255,13,1,1,neptune
telnet,RSTO,0,0,0,1,4,4,0.25,0.25,guess_passwd
auth,SF,0,0,0,1,100,3,0,0,normal
http,SF,1,0,0,1,133,255,0,0,normal
eco_i,SF,0,0,0,0.5,255,19,0,0,normal
nntp,S0,0,1,1,0.03,255,14,1,1,neptune
http,S1,1,1,0.5,1,3,255,0.33,0,normal
private,REJ,0,0,0,0.5,255,1,0.11,0,portsweep
imap4,S0,0,1,1,0.01,255,2,1,1,neptune
http,SF,1,0,0,1,1,216,0,0,normal
http,SF,1,0,0,1,85,84,0,0,normal
http,SF,1,0,0,1,36,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
domain_u,SF,0,0,0,1,255,255,0,0,normal
other,SF,0,0,0,1,255,2,0,0,normal
private,S0,0,1,1,0.42,255,5,1,1,neptune
ftp_data,SF,1,0,0,1,62,55,0,0,normal
private,SF,0,0,0,1,255,66,0,0,teardrop
private,REJ,0,0,0,0.13,255,1,0,0,neptune
shell,SF,0,0,0,1,1,1,0,0,normal
private,S0,0,1,1,0.07,255,16,1,1,neptune
private,REJ,0,0.09,0,0.01,255,1,0.03,0,satan
private,REJ,0,0,0,0.06,255,27,0,0,neptune
domain_u,SF,0,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.03,255,20,1,1,neptune
private,S0,0,1,1,0.01,255,3,1,1,neptune
http,SF,1,0,0,1,190,255,0.01,0,normal
private,S0,0,1,1,0.13,255,37,1,1,neptune
private,SF,0,0,0,1,255,246,0,0,normal
ftp_data,SF,1,0,0,1,3,22,0,0,warezclient
domain,S0,0,1,1,0.07,255,20,1,1,neptune
eco_i,SF,0,0,0,0.25,255,29,0,0,normal
smtp,SF,1,0,0,1,67,177,0,0,normal
domain_u,SF,0,0,0,1,255,196,0,0,normal
domain_u,SF,0,0,0,0.99,255,254,0,0,normal
smtp,SF,1,0,0,1,221,147,0,0,normal
private,S0,0,1,1,0.02,255,17,1,1,neptune
csnet_ns,S0,0,1,1,0.03,255,5,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
domain_u,SF,0,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,175,175,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,SF,0,0,0,1,114,76,0,0,normal
http,SF,1,0,0,1,11,255,0,0,normal
netstat,REJ,0,0,0,0.02,255,2,0,0,neptune
private,REJ,0,0,0,0.08,255,20,0,0,neptune
http,SF,1,0,0,1,59,255,0,0,normal
smtp,SF,1,0,0,1,45,29,0,0,normal
http,SF,1,0,0,1,21,255,0,0.01,normal
private,S0,0,1,1,0.09,58,22,0.97,1,neptune
uucp,S0,0,1,1,0.09,255,11,1,1,neptune
pop_3,SF,1,0,0,1,164,8,0,0,normal
ecr_i,SF,0,0,0,1,255,118,0,0,smurf
private,S0,0,1,1,0.01,255,1,1,1,neptune
vmnet,S0,0,1,1,0.06,255,15,1,1,neptune
ftp_data,SF,1,0,0,1,187,52,0,0,normal
uucp,S0,0,1,1,0.05,255,7,1,1,neptune
http,SF,1,0,0,1,23,255,0,0,normal
http,SF,1,0,0,1,60,255,0,0,normal
smtp,SF,1,0,0,1,152,189,0,0,normal
ecr_i,SF,0,0,0,1,255,67,0.16,0,smurf
http,SF,1,0,0,1,255,255,0,0,normal
nnsp,S0,0,1,1,0.03,255,4,1,1,neptune
name,S0,0,1,1,0.01,255,3,1,1,neptune
http,REJ,0,0,0,1,3,158,0,0,normal
whois,S0,0,1,1,0.09,255,12,1,1,neptune
netbios_dgm,S0,0,1,1,0.09,255,18,1,1,neptune
http,SF,1,0,0,1,118,118,0,0,back
private,RSTR,0,0,0,1,66,1,0.09,0,portsweep
gopher,REJ,0,0,0,0.06,255,15,0,0,neptune
private,SF,0,0,0,1,255,27,0,0,teardrop
eco_i,SF,0,0,0,1,1,183,0,0,ipsweep
ftp_data,S0,0,1,1,0.2,27,51,0.93,0.1,neptune
ssh,S0,0,1,1,0.07,255,7,1,1,neptune
smtp,SF,1,0,0,1,121,96,0,0,normal
iso_tsap,REJ,0,0,0,0.04,255,10,0,0,neptune
http,SF,1,0,0,1,5,255,0,0.01,normal
domain,S0,0,1,1,0.06,255,10,1,1,neptune
ftp,RSTO,0,0,0,0.07,255,19,0,0,neptune
http,SF,1,0,0,1,77,255,0.01,0,normal
ftp_data,SF,1,0,0,1,5,16,0,0,warezclient
Z39_50,S0,0,1,1,0.14,255,18,1,1,neptune
discard,S0,0,1,1,0.02,255,5,1,1,neptune
auth,S0,0,1,1,0.04,255,11,1,1,neptune
http,SF,1,0,0,1,49,255,0.02,0,normal
http,SF,1,0,0,1,176,255,0,0,normal
other,SF,0,0,0,1,255,2,0,0,normal
private,S0,0,1,1,0.12,255,17,1,1,neptune
other,RSTR,0,0,0,1,255,2,0,0,portsweep
ftp_data,SF,1,0,0,1,8,27,0,0,warezclient
private,RSTR,0,0,0,0.03,235,2,0.01,0,portsweep
ftp,SF,1,0,0,1,255,41,0,0,normal
hostnames,S0,0,1,1,0.07,255,18,1,1,neptune
eco_i,SF,0,0,0,1,2,129,0,0,ipsweep
http,SF,1,0,0,1,38,255,0,0.02,normal
ftp_data,SF,1,0,0,1,151,30,0,0,normal
smtp,SF,1,0,0,1,67,114,0,0,normal
private,RSTR,0,0,0,1,255,2,0,0,portsweep
domain_u,SF,0,0,0,1,255,253,0,0,normal
ecr_i,SF,0,0,0,1,255,219,0,0,smurf
telnet,S0,0,1,1,0.35,255,11,1,1,neptune
http,SF,1,0,0,1,193,255,0,0,normal
ftp_data,S0,0,1,1,0.09,255,25,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
exec,S0,0,1,1,0.09,255,12,1,1,neptune
link,S0,0,1,1,0.07,255,13,1,1,neptune
finger,S0,0,1,1,0.07,255,20,1,1,neptune
netstat,S0,0,1,1,0.09,255,4,1,1,neptune
echo,S0,0,1,1,0.5,255,3,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
hostnames,S0,0,1,1,0.04,255,10,1,1,neptune
ftp_data,SF,1,0,0,1,137,44,0,0,normal
http,SF,1,0,0,1,59,255,0,0,normal
smtp,SF,1,0,0,1,255,13,0,0,normal
other,SF,1,0.05,0,0.05,173,1,0.01,0,normal
ftp_data,SF,1,0,0,1,44,21,0,0,normal
smtp,SF,1,0,0,1,115,78,0.01,0.01,normal
ftp_data,SF,1,0,0,1,164,28,0,0,normal
private,REJ,0,0,0,0.15,255,17,0,0,neptune
Z39_50,REJ,0,0,0,0,255,1,0,0,portsweep
iso_tsap,S0,0,1,1,0.05,255,7,1,1,neptune
http,SF,1,0,0,1,51,255,0,0,normal
private,S0,0,1,1,0.04,255,14,1,1,neptune
domain_u,SF,0,0,0,1,255,245,0,0,normal
courier,S0,0,1,1,0.03,255,2,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
smtp,SF,1,0,0,1,176,142,0,0,normal
ftp_data,S0,0,1,1,0.13,255,54,1,1,neptune
http,SF,1,0.5,0.5,1,168,255,0.01,0.01,normal
other,SF,0,0,0,1,191,191,0,0,normal
http,SF,1,0,0,1,25,255,0,0,normal
gopher,S0,0,1,1,0.07,255,15,1,1,neptune
http,SF,1,0,0,1,6,255,0,0.01,normal
http,SF,1,0,0,1,255,255,0,0,normal
smtp,SF,1,0,0,1,137,116,0,0,normal
private,REJ,0,0,0,0.5,255,1,0,0,portsweep
name,S0,0,1,1,0.01,255,2,1,1,neptune
http,SF,1,0,0,1,2,255,0,0,normal
private,S0,0,1,1,0.01,255,17,1,1,neptune
http,SF,1,0,0,1,12,255,0,0,normal
http,SF,1,0,0,1,22,255,0,0,normal
eco_i,SF,0,0,0,1,2,129,0,0,ipsweep
ftp_data,SF,1,0,0,1,129,117,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,REJ,0,0.01,0,0.01,255,1,0,0,satan
http,SF,1,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.03,255,6,1,1,neptune
private,SF,0,0,0,1,255,237,0,0,normal
ftp_data,REJ,0,0,0,0.02,255,2,0,0,neptune
http,SF,1,0,0,1,3,255,0,0,normal
hostnames,S0,0,1,1,0.06,255,17,1,1,neptune
domain_u,SF,0,0,0,1,255,196,0,0,normal
domain_u,SF,0,0,0,1,94,70,0,0,normal
IRC,S1,1,0.5,1,0.5,24,9,0.12,0.33,normal
private,RSTR,0,0,0,1,53,1,0.11,0,portsweep
http,SF,1,0,0,1,22,255,0,0,normal
daytime,S0,0,1,1,0.02,255,4,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
imap4,S0,0,1,1,0.05,255,5,1,1,neptune
private,S0,0,1,1,0.03,255,9,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
telnet,S0,0,1,1,0.52,255,63,1,1,neptune
smtp,SF,1,0,0,1,255,87,0.01,0.02,normal
private,SF,0,0,0,1,255,214,0,0,satan
exec,S0,0,1,1,0.17,255,9,1,1,neptune
courier,S0,0,1,1,0.02,255,2,1,1,neptune
http,SF,1,0,0,1,42,255,0,0,normal
iso_tsap,S0,0,1,1,0.04,255,9,1,1,neptune
mtp,S0,0,1,1,0.05,255,4,1,1,neptune
finger,SF,0,0,0,1,145,5,0,0,normal
ecr_i,SF,0,0,0,1,243,98,0,0,smurf
private,SF,0,0,0,1,255,18,0,0,teardrop
http,REJ,0,0,0,0.02,255,6,0,0,neptune
http,SF,1,0,0,1,255,243,0,0,normal
finger,SF,0,0,0,1,47,12,0,0,normal
private,S0,0,1,1,0.05,255,27,1,1,neptune
klogin,S0,0,1,1,0.14,255,21,1,1,neptune
smtp,SF,1,0,0,1,24,126,0,0,normal
domain_u,SF,0,0,0,1,255,238,0,0,normal
http,SF,1,0,0,1,12,255,0,0,normal
domain_u,SF,0,0,0,1,98,78,0,0,normal
http,SF,1,0,0,1,65,255,0,0,normal
courier,S0,0,1,1,0.17,255,21,1,1,neptune
bgp,S0,0,1,1,0.22,255,2,1,1,neptune
http,SF,1,0,0,1,34,255,0,0,normal
whois,S0,0,1,1,0.04,255,10,1,1,neptune
eco_i,SF,0,0,0,1,1,17,0,0,ipsweep
bgp,S0,0,1,1,0.03,255,9,1,1,neptune
imap4,S0,0,1,1,0.03,255,10,1,1,neptune
private,S0,0,1,1,0.1,255,10,1,1,neptune
http,S0,0,1,1,0.13,255,14,1,1,neptune
http,SF,1,0,0,1,104,255,0,0.01,normal
http,SF,1,0,0,1,255,255,0,0,normal
gopher,S0,0,1,1,0.01,255,3,1,1,neptune
bgp,S0,0,1,1,0.01,255,2,1,1,neptune
private,REJ,0,0,0,0.02,255,16,0,0,neptune
private,REJ,0,0,0,1,119,1,0,0,satan
http,SF,1,0,0,1,153,255,0,0,normal
http,REJ,0,0,0,1,28,255,0,0,normal
private,RSTR,0,0,0,1,208,1,0.03,0,portsweep
http,SF,1,0,0,1,28,255,0,0,normal
smtp,SF,1,0,0,1,122,104,0.01,0.01,normal
smtp,SF,1,0,0,1,89,97,0,0,normal
eco_i,SF,0,0,0,1,1,169,0,0,nmap
smtp,SF,1,0,0,1,18,17,0,0,normal
imap4,S0,0,1,1,0.01,255,1,1,1,neptune
private,S0,0,1,1,0.06,255,13,1,1,neptune
smtp,SF,1,0,0,1,60,130,0,0,normal
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
eco_i,SF,0,0,0,1,3,80,0,0,nmap
private,RSTR,0,0,0,1,255,1,0,0,portsweep
uucp,S0,0,1,1,0.02,255,1,1,1,neptune
private,REJ,0,0.06,0,0,255,1,0.05,0,satan
domain_u,SF,0,0,0,1,255,247,0,0,normal
private,RSTR,0,0,0,0.03,255,2,0,0,portsweep
other,SF,0,0,0,1,255,1,0,0,normal
http,REJ,0,0,0,1,13,255,0,0,normal
ftp,S0,0,1,1,0.07,255,18,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.11,255,4,1,1,neptune
http,SF,1,0,0,1,20,255,0,0,normal
private,REJ,0,0,0,0.5,255,1,0,0,portsweep
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
discard,S0,0,1,1,0,255,1,1,1,neptune
finger,S0,0,1,1,0.1,255,21,1,1,neptune
http,S0,0,1,1,0.22,255,51,1,1,neptune
eco_i,SF,0,0,0,1,2,255,0,0,nmap
echo,S0,0,1,1,0.06,255,11,1,1,neptune
supdup,S0,0,1,1,0.09,255,23,1,1,neptune
private,S0,0,1,1,0.12,93,8,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,REJ,0,0,0,0.07,255,18,0,0,neptune
eco_i,SF,0,0,0,1,1,153,0,0,ipsweep
http,SF,1,0,0,1,42,255,0,0,normal
http,SF,1,0,0,1,198,255,0,0,normal
telnet,S0,0,1,1,0.25,223,57,0.99,0.96,neptune
http,SF,1,0,0,1,255,255,0,0,normal
pop_2,S0,0,1,1,0.01,255,3,1,1,neptune
http,REJ,0,0,0,1,2,92,0,0,normal
private,S0,0,1,1,0,255,1,1,1,neptune
supdup,S0,0,1,1,0.03,255,14,1,1,neptune
private,S0,0,1,1,0.01,255,3,1,1,neptune
efs,REJ,0,0,0,0.1,255,12,0,0,neptune
private,S0,0,1,1,0.04,255,8,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,S1,1,1,0.07,1,2,255,0.5,0,normal
netbios_ns,REJ,0,0,0,0.02,255,3,0,0,neptune
domain_u,SF,0,0,0,1,2,19,0,0,normal
http,SF,1,0,0,1,13,255,0,0,normal
http,SF,1,0,0,1,6,255,0,0,normal
http,SF,1,0,0,1,71,255,0,0,normal
http,SF,1,0,0,1,255,251,0,0,normal
uucp,RSTO,0,0,0,0.13,255,16,0,0,neptune
private,S0,0,1,1,0.05,24,11,0.92,1,neptune
smtp,SF,1,0,0,1,255,16,0.93,0,normal
ftp_data,SF,1,0,0,1,42,75,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,247,255,0,0,normal
telnet,S0,0,1,1,0.07,255,62,1,1,neptune
finger,RSTO,0,0,0,0.05,255,11,0,0,neptune
courier,REJ,0,0,0,0.14,255,16,0,0,neptune
ldap,S0,0,1,1,0.04,255,9,1,1,neptune
http,SF,1,0,0,1,255,251,0,0,normal
finger,S0,0,1,1,1,78,24,1,0.75,neptune
private,SF,0,0,0,0.25,255,242,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
smtp,SF,1,0,0,1,255,109,0.14,0,normal
smtp,SF,1,0,0,1,255,130,0,0.01,normal
ecr_i,SF,0,0,0,1,30,30,0,0,smurf
ftp_data,SF,1,0,0,1,1,30,0,0,normal
efs,REJ,0,0,0,0.1,255,15,0,0,neptune
private,S0,0,1,1,0.03,118,9,0.98,1,neptune
smtp,SF,1,0,0,1,1,154,0,0.01,normal
domain_u,SF,0,0,0,1,255,249,0,0,normal
smtp,SF,1,0,0,1,75,53,0,0,normal
other,S0,0,0.17,1,0,255,1,0.2,1,satan
http,SF,1,0,0,1,27,255,0,0,normal
printer,RSTO,0,0,0,0.05,255,5,0,0,neptune
nntp,S0,0,1,1,0.1,255,22,1,1,neptune
private,S0,0,1,1,0.06,255,15,1,1,neptune
ftp_data,SF,1,0,0,1,111,55,0,0,normal
domain_u,SF,0,0,0,1,255,225,0,0,normal
ftp_data,SF,1,0,0,1,79,24,0,0,normal
domain_u,SF,0,0,0,1,233,171,0,0,normal
domain_u,SF,0,0,0,1,255,255,0,0,normal
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
http,SF,1,0,0,1,10,255,0,0,normal
ecr_i,SF,0,0,0,1,255,250,0,0,smurf
IRC,RSTR,1,0,0,1,11,4,0,0,normal
telnet,SF,0,0,0,1,255,65,0.8,0.92,normal
ftp_data,SF,1,0,0,1,141,49,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
eco_i,SF,0,0,0,0.5,255,6,0,0,normal
http,REJ,0,0,0,1,214,155,0,0,normal
http,SF,1,0,0,1,113,255,0.01,0.01,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.08,255,15,1,1,neptune
http,SF,1,0,0,1,64,255,0,0,normal
time,S0,0,1,1,0.03,255,7,1,1,neptune
http,REJ,0,0,0,1,53,229,0,0,normal
eco_i,SF,0,0,0,1,1,139,0,0,ipsweep
private,S0,0,1,1,0.09,255,20,1,1,neptune
http,SF,1,0,0,1,35,255,0,0,normal
ctf,S0,0,1,1,0.03,255,7,1,1,neptune
other,RSTR,0,0,0,1,255,2,0,0,portsweep
echo,S0,0,1,1,0.03,255,6,1,1,neptune
sunrpc,S0,0,1,1,0.03,255,7,1,1,neptune
telnet,RSTR,1,0,0,0.67,255,16,0.67,0.06,normal
http,SF,1,0,0,1,26,255,0,0,normal
private,S0,0,1,1,0.06,255,7,1,1,neptune
private,S0,0,1,1,0.06,255,5,1,1,neptune
http,SF,1,0,0,1,5,255,0,0.01,normal
gopher,S0,0,1,1,0.06,255,13,1,1,neptune
other,SF,0,0,0,1,148,148,0,0,normal
http,SF,1,0,0,1,209,255,0,0,normal
imap4,S0,0,1,1,0.03,255,19,1,1,neptune
private,REJ,0,0,0,0.04,137,5,0,0,neptune
http,SF,1,0,0,1,1,255,0,0.01,normal
http,SF,1,0.25,0.25,1,255,255,0,0,normal
private,S0,0,1,1,0.06,255,13,1,1,neptune
smtp,SF,1,0,0,1,54,168,0,0,normal
iso_tsap,S0,0,1,1,0.06,255,17,1,1,neptune
auth,S0,0,1,1,0.02,255,2,1,1,neptune
http,SF,1,0,0,1,68,255,0,0,normal
daytime,S0,0,1,1,0.25,255,1,1,1,neptune
private,S0,0,1,1,0.02,21,3,0.33,1,neptune
domain_u,SF,0,0,0,1,255,199,0,0,normal
private,S0,0,1,1,0.11,255,8,1,1,neptune
time,RSTR,0,0,0,1,255,1,0,0,portsweep
http,SF,1,0,0,1,255,255,0,0,normal
auth,S0,0,1,1,0.02,255,4,1,1,neptune
ecr_i,SF,0,0,0,1,255,134,0,0,smurf
private,REJ,0,0.05,0,0,255,1,0.08,0,satan
ftp_data,SF,1,0,0,1,1,54,0,0.02,warezclient
eco_i,SF,0,0,0,1,1,73,0,0,ipsweep
